Voice,Model,Ref,Pred,WER_Raw,WER_LLM,Time_Total,Time_ASR,Time_LLM,Pred_Raw
sample_000.wav,Whisper+Gemini,"Tim-tim virtual memiliki standar keunggulan yang sama dengan tim konvensional, tetapi ada sedikit perbedaan.","Tim-tim virtual memiliki standar keunggulan yang sama dengan tim konvensional, tetapi ada sedikit perbedaan.",0.2857142857142857,0.0,7.900269031524658,1.4181745052337646,6.4820945262908936," Tim tim virtual memiliki standard keunggulan yang sama dengan tim konfensional, tetapi ada sedikit perbedaan."
sample_001.wav,Whisper+Gemini,"Segera setelah permusuhan pecah, Britania memulai blokade laut Jerman.","Segera setelah permusuhan pecah, pihak yang memulai blokade Jerman.",0.6666666666666666,0.3333333333333333,7.877252578735352,0.4229288101196289,7.454323768615723," Segera setelah permusuhan pecah, pita nih yang memulai blokad ilau cerman."
sample_002.wav,Whisper+Gemini,"Semua nomina, di samping kata Sie untuk Anda, selalu dimulai dengan huruf kapital, bahkan di tengah kalimat.","Semua nominal disamakan rata sih, untuk Anda selalu dimulai dengan huruf kapital bahkan di tengah kalimat.",0.47058823529411764,0.4117647058823529,15.042754888534546,0.5726182460784912,14.470136642456055, semua nominah di sampen rata sih untuk anda selalu dimulai dengan hokkapital bahkan di tengah kalimat
sample_003.wav,Whisper+Gemini,"Ini sepertinya masuk akal, karena Bumi tidak terasa seperti bergerak, bukan begitu?","Ini sepertinya masuk akal karena kami tidak terasa seperti perkara, bukan begitu?",0.3333333333333333,0.25,4.287678241729736,0.45295262336730957,3.8347256183624268, ini sepertinya masuk akal karena kami tidak terasa seperti perkara bukan begitu
sample_004.wav,Whisper+Gemini,"Di sisi lain, kondisi yang dingin dan bersalju tergolong normal di banyak negara dan lalu lintas terus berlanjut tanpa gangguan sepanjang tahun.","Di sisi lain, kondisi yang tinggi dan pasar justru kolong normal di bawah negara dan lalu lintas terus berlanjut tanpa gangguan sepanjang tahun.",0.5,0.22727272727272727,28.535059213638306,0.7072935104370117,27.827765703201294," diisisi lain, kondisi yang tingin dan persaal juter kolong normal dipanya negara dan lalu dintas terus berlangjut tanpa pengguan sepanjang tahun."
sample_005.wav,Whisper+Gemini,Kambing tampaknya mulai dijinakkan sekitar 10.000 tahun lalu di pegunungan Zagros di Iran.,"Kampakan banyak mulai digunakan sekitar sepuluh ribu tahun menurut pengetahuan saya, di seluruh Iran.",0.6923076923076923,0.7692307692307693,23.838348865509033,0.5187520980834961,23.319596767425537, Kambentan banyak mulai diginakan sekitar seuluh riputau nalutip konongan saya across di Iran.
sample_006.wav,Whisper+Gemini,"Di kepulauan dan danau, Anda tidak perlu kapal pesiar.",Di Kebuluhan dan danau Anda tidak perlu kapal pesiar.,0.3333333333333333,0.2222222222222222,5.910573959350586,0.22031164169311523,5.690262317657471, di kebuluhan dan danau anda tidak perlu kapal kesiara
sample_007.wav,Whisper+Gemini,"Pemberitahuan reguler di Metro hanya menggunakan bahasa Katalan, tetapi gangguan tak terencana diumumkan lewat sistem otomatis dalam berbagai bahasa, antara lain Spanyol, Inggris, Prancis, Arab, dan Jepang.","Tom, pemberitahuan reguler di metro hanya menggunakan bahasa Katalan, tetapi gangguan tak terencana diumumkan mewakili sistem otomatis dalam berbagai bahasa, antara lain Spanyol, Inggris, Prancis, Arab, dan Jepang.",0.4444444444444444,0.07407407407407407,37.80005431175232,1.7823457717895508,36.01770853996277," Tom beritahuan reguler di metro hanya menggunakan fahasah katalan tetapi gangguan tak terencana diunumkan mewak sistem otomatis dalam berbagai pahasah, antara lain sepanol, ingriis, pransis, arah dan cepan."
sample_008.wav,Whisper+Gemini,Ini adalah salah satu atraksi utama Afrika Selatan dan dianggap sebagai andalan Taman Nasional Afrika Selatan (SANParks).,"Ini adalah salah satu atraksi utama Afrika Selatan dan diintegrasikan ke Pengelolaan Taman Nasional Afrika Selatan, dengan gurun pasir.",0.5294117647058824,0.4117647058823529,17.15698528289795,0.5696957111358643,16.587289571762085," Ini adalah salah satu atrak di utama Afrika Selatan dan diangkapsip ke Anggalan Taman najuna Afrika Selatan, dengan guru-sandpap."
sample_009.wav,Whisper+Gemini,"Mereka memiliki kaki dengan sisik dan cakar, bertelur, dan berjalan dengan dua kaki belakang seperti T-Rex.",Mereka mau laki-laki dengan sesi dan cakar untuk keluar dan perjalanan dengan dua kaki belakang seperti terakhir.,0.625,0.5,14.526739597320557,0.7789921760559082,13.747747421264648, mereka mau laki-laki dengan sesi dan jakar untuk keluar dan perjalan dengan dua gaki pelakang seperti terakhir.
